Julia's Classifier
---------------------------------------------
Expected results:

Accuracy: 0.529642
Precision: 0.540787
Recall: 0.519452
F1 Score: 0.529905



1	"Yo no creo que a nadie le haya encantado un pene flácido .
"	"Yo no creo que a nadie le haya encantado un pene flcido 
"
1	"Hasta el momento , estamos en las etapas preliminares de este caso en particular , después la presentación del informe inicial por parte de los organismos de radiodifusión en marzo , con el argumento de que Aereo viola los derechos de autor mediante la retransmisión de señales de radiodifusión como una "" transmisión pública "" .
"	"Hasta el momento  estamos en las etapas preliminares de este caso en particular  despus la presentacin del informe inicial por parte de los organismos de radiodifusin en marzo  con el argumento de que Aereo viola los derechos de autor mediante la retransmisin de seales de radiodifusin como una  transmisin pblica  
"
0	"Falla en el top 40 !
"	"Falla en el top  
"
1	"Innumerables hacer esto , y no hay necesidad de dar nombres .
"	"Innumerables hacer esto  y no hay necesidad de dar nombres 
"
1	"Cuando se trata de dos camas individuales , que básicamente tienen los mismos problemas que un hombre .
"	"Cuando se trata de dos camas individuales  que bsicamente tienen los mismos problemas que un hombre 
"
1	"Quizás cuando sea grande será una nadadora de competición .
"	"Quizs cuando sea grande ser una nadadora de competicin 
"
1	"- DonorsChoose tiene conjuntos de datos abiertos y una API que permite que cualquiera pueda analizar los recursos que los profesores y estudiantes están buscando .
"	" DonorsChoose tiene conjuntos de datos abiertos y una API que permite que cualquiera pueda analizar los recursos que los profesores y estudiantes estn buscando 
"
1	"También creo que el ciclismo y el senderismo son grandes maneras de conseguir alrededor de la ciudad - sin mucho tiempo para hacer frente a , realmente no tenemos excusa para salir y hacer algo de ejercicio en nuestro camino .
"	"Tambin creo que el ciclismo y el senderismo son grandes maneras de conseguir alrededor de la ciudad  sin mucho tiempo para hacer frente a  realmente no tenemos excusa para salir y hacer algo de ejercicio en nuestro camino 
"
1	"Hay 30 millones de vendedores en paginas de venta de artículos como Airbnb y Etsy , y todos quieren más ventas .
"	"Hay  millones de vendedores en paginas de venta de artculos como Airbnb y Etsy  y todos quieren ms ventas 
"
1	"Si escuchas a tu cerebro en los momentos más dolorosos , se aprende mucho acerca de uno mismo y cómo su cuerpo hace frente .
"	"Si escuchas a tu cerebro en los momentos ms dolorosos  se aprende mucho acerca de uno mismo y cmo su cuerpo hace frente 
"
1	"Minuum Muestra cuán inteligente un teclado inteligente podría estar en una Smart TV
"	"Minuum Muestra cun inteligente un teclado inteligente podra estar en una Smart TV
"
0	"Lo nuevo Drone de Parrot Packs Cámara Serio , Range Extreme
"	"Lo nuevo Drone de Parrot Packs Cmara Serio  Range Extreme
"
1	"Eso es una carne de Lotta !
"	"Eso es una carne de Lotta 
"
1	"Así que mi nueva meta para el nuevo año es pasar el próximo par de semanas , mientras que todavía tengo ayuda , investigación de las escuelas , así como la búsqueda de ayuda a tiempo parcial .
"	"As que mi nueva meta para el nuevo ao es pasar el prximo par de semanas  mientras que todava tengo ayuda  investigacin de las escuelas  as como la bsqueda de ayuda a tiempo parcial 
"
1	"Alipay , Una filial de Alibaba Group , hace que sea fácil para los consumidores a comprar productos en línea , mientras que el sitio de microfinanzas de Alipay Yu ' e Bao ( "" tesoro sobrante "" en chino ) , que se lanzó en junio de 2013 , permite a los usuarios a invertir pequeñas cantidades de dinero - como poco como uno de yuanes ( unos 17 centavos de dólar ) - en un fondo de mercado de dinero .
"	"Alipay  Una filial de Alibaba Group  hace que sea fcil para los consumidores a comprar productos en lnea  mientras que el sitio de microfinanzas de Alipay Yu  e Bao   tesoro sobrante  en chino   que se lanz en junio de   permite a los usuarios a invertir pequeas cantidades de dinero  como poco como uno de yuanes  unos  centavos de dlar   en un fondo de mercado de dinero 
"
1	"Visite su sitio web y mira su charla TED en El Poder de la Vulnerabilidad .
"	"Visite su sitio web y mira su charla TED en El Poder de la Vulnerabilidad 
"
1	"El grupo acaba de hackear las cuentas de blog y Twitter de Skypes , y ha difundido un mensaje anti-NSA y anti-Microsoft en el proceso .
"	"El grupo acaba de hackear las cuentas de blog y Twitter de Skypes  y ha difundido un mensaje antiNSA y antiMicrosoft en el proceso 
"
1	"¿ Y las obligaciones legales de triunfo morales ?
"	" Y las obligaciones legales de triunfo morales 
"
1	"En ambos , el precio de tres platos suele ser inferior a 30 € , una buena cantidad teniendo en cuenta que en la mayoría de los restaurantes de calidad parisinos los platos principales comienzan a partir de 18 € .
"	"En ambos  el precio de tres platos suele ser inferior a    una buena cantidad teniendo en cuenta que en la mayora de los restaurantes de calidad parisinos los platos principales comienzan a partir de   
"
1	"Además , se envió otro tweet a decir que lo destriparía .
"	"Adems  se envi otro tweet a decir que lo destripara 
"
1	"Ugh , ¡ esto sería verdaderamente un cuento de hadas !
"	"Ugh   esto sera verdaderamente un cuento de hadas 
"
0	"Ustedes apestan porque usan antitranspirante .
"	"Ustedes apestan porque usan antitranspirante 
"
0	"Es el horno ?
"	"Es el horno 
"
1	"A startups como Practo , que desarrolla software de gestión clínica en línea , les resulta aún más difícil contratar a programadores que realmente quieran .
"	"A startups como Practo  que desarrolla software de gestin clnica en lnea  les resulta an ms difcil contratar a programadores que realmente quieran 
"
1	"Sunnebo dice que China es un destacado en este sentido .
"	"Sunnebo dice que China es un destacado en este sentido 
"
0	"RewardStyle-quizá sin querer-puede hacer infracciones similares muy fácilmente
"	"RewardStylequiz sin quererpuede hacer infracciones similares muy fcilmente
"
1	"La mujer lo hace todo !
"	"La mujer lo hace todo 
"
1	"Así , su primer instinto podría ser la de asumir que me siento un poco traicionado por la Pixies cuando una de sus canciones aparecieron en un anuncio iPhone de Apple en la actualidad .
"	"As  su primer instinto podra ser la de asumir que me siento un poco traicionado por la Pixies cuando una de sus canciones aparecieron en un anuncio iPhone de Apple en la actualidad 
"
1	"A finales del mes , otro ( 2048 ) fue presentado - y a las pocas semanas , los desarrolladores de Threes , se encontraron con que su juego fuera calificado como "" la copia ""
"	"A finales del mes  otro    fue presentado  y a las pocas semanas  los desarrolladores de Threes  se encontraron con que su juego fuera calificado como  la copia 
"
1	"Ahora , él es un hombre libre gracias a un pequeño , pero muy importante , una de las pruebas .
"	"Ahora  l es un hombre libre gracias a un pequeo  pero muy importante  una de las pruebas 
"
1	"Aunque tenemos una gama mucho más amplia de dispositivos , esencialmente el modelo de negocio por debajo de esta aún tiene que evolucionar mucho más rápidamente de lo que lo ha hecho hasta ahora .
"	"Aunque tenemos una gama mucho ms amplia de dispositivos  esencialmente el modelo de negocio por debajo de esta an tiene que evolucionar mucho ms rpidamente de lo que lo ha hecho hasta ahora 
"
0	"Así buscó a los chicos tranquilos que , francamente , no estaban borrachos todo el tiempo .
"	"As busc a los chicos tranquilos que  francamente  no estaban borrachos todo el tiempo 
"
1	"El director de Pretty Woman , Garry Marshall , está trabajando con el famoso productor de teatro y cine Paula Wagner en una adaptación musical del clásico de principios de los 90 !
"	"El director de Pretty Woman  Garry Marshall  est trabajando con el famoso productor de teatro y cine Paula Wagner en una adaptacin musical del clsico de principios de los  
"
0	"El desdén de Hergé contra el capitalismo transatlántico es retratado en el "" Tintín en América "" de 1931 , en la que los empresarios pujan entre sí para ofrecer a Tintín $ 100,000 por un pozo de petróleo .
"	"El desdn de Herg contra el capitalismo transatlntico es retratado en el  Tintn en Amrica  de   en la que los empresarios pujan entre s para ofrecer a Tintn   por un pozo de petrleo 
"
1	"Ahí estaba Amber con un vestido LUBLU de $ 1.000 en las calles de Dallas .
"	"Ah estaba Amber con un vestido LUBLU de   en las calles de Dallas 
"
1	"Fundó 4Chan en 2003 , cuando tenía 15 años y estaba interesado en la cultura pop japonesa .
"	"Fund Chan en   cuando tena  aos y estaba interesado en la cultura pop japonesa 
"
0	"Yo sólo salgo con chicos "" , y luego se suelta el pelo tan fuertemente que algunos se te meten en la boca .
"	"Yo slo salgo con chicos   y luego se suelta el pelo tan fuertemente que algunos se te meten en la boca 
"
1	"Mansión ancestral del capitán Haddock ha cambiado desde el castillo de Moulinsart en Moulinsart , y su más ilustre antepasado se convirtió en un héroe de la marina real británica , en lugar de un comandante de la flota de Louis XIV .
"	"Mansin ancestral del capitn Haddock ha cambiado desde el castillo de Moulinsart en Moulinsart  y su ms ilustre antepasado se convirti en un hroe de la marina real britnica  en lugar de un comandante de la flota de Louis XIV 
"
1	""" Cuando Tinder swipes en fechas , Tuck sigue un estricto "" o lo tiene o no se tiene "" política .
"	" Cuando Tinder swipes en fechas  Tuck sigue un estricto  o lo tiene o no se tiene  poltica 
"
1	"Esta configuración proporciona a Bebop un único punto de venta sobre sus competidores , incluyendo modelos de Phantom que se basan en las cámaras más tradicionales y las plataformas de cardán .
"	"Esta configuracin proporciona a Bebop un nico punto de venta sobre sus competidores  incluyendo modelos de Phantom que se basan en las cmaras ms tradicionales y las plataformas de cardn 
"
1	"Sin intención de ser muy profundo .
"	"Sin intencin de ser muy profundo 
"
1	"¿ Por qué están aún buscando a otros directores , entonces ?
"	" Por qu estn an buscando a otros directores  entonces 
"
1	"CertiVox dijo que usará la nueva ronda de financiación para acelerar el desarrollo y el alcance de su Plataforma de Autenticación Fuerte M-Pin , la cual es una plataforma de autenticación de múltiples factores basada en software que reemplaza a los inicios de sesión basados en contraseñas sin necesidad de dispositivos de autenticación de terceros .
"	"CertiVox dijo que usar la nueva ronda de financiacin para acelerar el desarrollo y el alcance de su Plataforma de Autenticacin Fuerte MPin  la cual es una plataforma de autenticacin de mltiples factores basada en software que reemplaza a los inicios de sesin basados en contraseas sin necesidad de dispositivos de autenticacin de terceros 
"
1	"Frecuentemente , Lulz se realizaron con el intercambio de bromas o imágenes pueriles , muchos de ellos pornográficas o escatológicas .
"	"Frecuentemente  Lulz se realizaron con el intercambio de bromas o imgenes pueriles  muchos de ellos pornogrficas o escatolgicas 
"
1	"Sin embargo , vale la pena señalar que no todas las aplicaciones de Android serán compatibles con Nokia X.
"	"Sin embargo  vale la pena sealar que no todas las aplicaciones de Android sern compatibles con Nokia X
"
1	"El calcio de la coliflor es más absorbible por el cuerpo que el de la leche ( y gramo por gramo , contiene más calcio que la leche ) !
"	"El calcio de la coliflor es ms absorbible por el cuerpo que el de la leche  y gramo por gramo  contiene ms calcio que la leche  
"
1	"Si los datos de los clientes parece ser un punto de conflicto , los derechos de contenido se parecen como un obstáculo aún más difícil de superar .
"	"Si los datos de los clientes parece ser un punto de conflicto  los derechos de contenido se parecen como un obstculo an ms difcil de superar 
"
1	"Aria y Ezra tuvieron un "" A-SPLO ... ""
"	"Aria y Ezra tuvieron un  ASPLO  
"
1	"Klout ha recaudado más de $ 40 millones en fondos de inversores , incluyendo a Kleiner Perkins Caufield & Byers , Mayfield Fund , ff Venture Capital , Microsoft , y CrunchFund ( que , como TechCrunch , fue fundado por Michael Arrington ) .
"	"Klout ha recaudado ms de   millones en fondos de inversores  incluyendo a Kleiner Perkins Caufield  Byers  Mayfield Fund  ff Venture Capital  Microsoft  y CrunchFund  que  como TechCrunch  fue fundado por Michael Arrington  
"
1	"Concretamente , un reinicio de "" Atlas Shrugged "" en el que el protagonista Dagny Taggart debe defender Comcast de las maquinaciones astutas del villano recientemente introducido , Reed Hastings , con la ayuda de un magnate principal de Internet , Hank Rearden , - que ha desarrollado un nuevo y revolucionario tipo de cable de fibra óptica que sus competidores están desesperados por hundir o robar - y el misterioso John Galt .
"	"Concretamente  un reinicio de  Atlas Shrugged  en el que el protagonista Dagny Taggart debe defender Comcast de las maquinaciones astutas del villano recientemente introducido  Reed Hastings  con la ayuda de un magnate principal de Internet  Hank Rearden   que ha desarrollado un nuevo y revolucionario tipo de cable de fibra ptica que sus competidores estn desesperados por hundir o robar  y el misterioso John Galt 
"
