hotel,is_canceled,lead_time,adults,children,market_segment,country,reserved_room_type,booking_changes,adr,customer_type
City Hotel,0,170,2,0,Online TA,GBR,D,0,130.5,Transient
City Hotel,0,59,2,0,Online TA,CZE,A,0,99.9,Transient
City Hotel,0,0,1,0,Corporate,FRA,A,0,80,Transient
City Hotel,0,159,2,0,Direct,FRA,A,0,97.75,Transient
City Hotel,0,19,3,0,Direct,PRT,A,3,156.5,Transient
City Hotel,1,137,2,0,Online TA,IRL,A,0,126,Transient
City Hotel,1,23,2,0,Direct,DEU,A,0,130,Transient
City Hotel,1,110,2,0,Offline TA/TO,ITA,A,0,94.5,Transient-Party
City Hotel,1,418,2,0,Offline TA/TO,PRT,A,0,75,Transient-Party
Resort Hotel,1,8,2,0,Direct,PRT,A,0,43,Transient
City Hotel,1,180,2,0,Offline TA/TO,PRT,A,0,70,Transient
City Hotel,1,75,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,0,44,2,0,Direct,PRT,A,0,95.1,Transient
City Hotel,0,423,1,0,Offline TA/TO,DEU,A,1,95.5,Transient-Party
City Hotel,1,67,2,0,Online TA,FIN,A,0,89.25,Transient
City Hotel,0,7,2,0,Direct,GBR,F,1,170,Transient
Resort Hotel,1,334,2,0,Online TA,PRT,D,0,156.6,Transient
City Hotel,0,159,2,0,Online TA,FRA,A,0,79.2,Transient
City Hotel,1,276,2,0,Online TA,NOR,A,0,81.43,Transient
City Hotel,0,15,2,0,Online TA,CHN,A,0,67.32,Transient
City Hotel,0,137,4,0,Online TA,NLD,G,1,225.48,Transient
City Hotel,1,96,2,0,Online TA,ROU,A,0,74.8,Transient
Resort Hotel,0,117,3,0,Offline TA/TO,PRT,D,0,144.4,Transient
City Hotel,0,69,2,0,Groups,PRT,A,0,85.67,Transient-Party
City Hotel,0,64,2,0,Online TA,ESP,D,0,168.3,Transient
City Hotel,1,19,2,1,Online TA,PRT,D,0,90.71,Transient
City Hotel,0,10,2,0,Direct,PRT,A,0,40,Transient
Resort Hotel,0,1,2,0,Online TA,ESP,A,0,56.4,Transient
City Hotel,0,2,1,0,Complementary,PRT,A,0,0,Transient-Party
City Hotel,0,5,1,0,Offline TA/TO,PRT,A,0,0,Transient-Party
Resort Hotel,1,199,2,0,Offline TA/TO,PRT,A,0,100.8,Transient
City Hotel,1,97,1,0,Groups,PRT,A,0,140,Transient
City Hotel,1,56,2,0,Offline TA/TO,PRT,A,0,120,Transient-Party
City Hotel,0,0,2,0,Direct,PRT,A,0,129,Transient
City Hotel,1,4,1,0,Online TA,PRT,A,0,80,Contract
Resort Hotel,0,14,2,0,Direct,PRT,D,0,128,Transient
City Hotel,0,93,1,0,Offline TA/TO,ESP,A,0,85,Transient
City Hotel,1,173,2,0,Offline TA/TO,PRT,A,0,80.1,Transient
Resort Hotel,0,0,2,0,Online TA,GBR,A,0,37.73,Transient
City Hotel,1,97,1,0,Groups,PRT,A,0,140,Transient
Resort Hotel,1,93,2,0,Groups,PRT,A,0,80,Transient
City Hotel,1,178,1,0,Offline TA/TO,PRT,A,0,110,Transient
Resort Hotel,0,126,2,0,Direct,USA,E,2,240.6,Transient
Resort Hotel,1,333,2,0,Online TA,PRT,D,0,115.5,Transient
City Hotel,0,243,2,0,Online TA,GBR,A,0,89.1,Transient
City Hotel,1,127,2,0,Online TA,ESP,A,0,103.5,Transient
Resort Hotel,1,216,2,0,Online TA,PRT,A,0,110.7,Transient
City Hotel,0,123,2,0,Online TA,FRA,A,0,94.5,Transient
Resort Hotel,1,277,2,0,Groups,GBR,E,0,88,Transient
City Hotel,0,39,2,0,Online TA,FIN,A,0,60.97,Transient
City Hotel,0,1,1,0,Direct,PRT,A,0,86,Transient
City Hotel,0,23,2,1,Online TA,USA,D,0,173.5,Transient
City Hotel,1,226,2,0,Offline TA/TO,PRT,A,0,105,Transient
City Hotel,0,8,1,0,Corporate,PRT,A,0,67,Transient
City Hotel,0,99,1,0,Corporate,PRT,A,0,81,Transient-Party
City Hotel,0,28,1,0,Online TA,NLD,A,0,96,Transient
City Hotel,1,6,1,0,Online TA,CHN,A,0,85.5,Transient
City Hotel,1,60,2,0,Online TA,ARG,A,0,140,Transient
City Hotel,0,195,3,0,Online TA,CHE,A,0,137.7,Transient
City Hotel,0,30,2,0,Online TA,AUT,A,0,144.9,Transient
City Hotel,1,218,2,0,Groups,PRT,A,0,135,Transient
Resort Hotel,0,23,2,0,Online TA,DEU,D,0,53.9,Transient
Resort Hotel,0,171,1,0,Groups,DEU,A,1,54.5,Transient-Party
City Hotel,0,223,2,0,Online TA,AUT,D,0,95.46,Transient
City Hotel,1,173,2,1,Online TA,ROU,A,0,137.85,Transient
Resort Hotel,0,108,2,0,Online TA,IRL,A,0,52.2,Transient
Resort Hotel,1,238,1,0,Groups,PRT,D,0,89,Transient
City Hotel,0,149,2,0,Direct,DEU,A,0,135,Transient
City Hotel,1,121,2,0,Offline TA/TO,PRT,A,1,90,Transient
City Hotel,1,398,2,0,Groups,PRT,A,0,62,Transient
City Hotel,1,35,2,0,Offline TA/TO,PRT,A,0,95,Transient
Resort Hotel,0,0,2,0,Offline TA/TO,PRT,A,0,0,Contract
City Hotel,1,143,2,1,Online TA,BRA,A,4,112.7,Transient
Resort Hotel,0,135,3,1,Direct,PRT,C,0,222,Transient
Resort Hotel,1,28,2,0,Online TA,PRT,D,0,102.6,Transient
City Hotel,0,123,2,1,Online TA,FRA,A,1,144,Transient
Resort Hotel,0,9,2,0,Complementary,PRT,A,0,0,Transient
City Hotel,0,65,2,0,Online TA,SWE,A,0,91.8,Transient
City Hotel,1,33,2,0,Offline TA/TO,PRT,A,0,110,Transient
Resort Hotel,0,13,2,0,Direct,PRT,A,0,247.65,Transient
Resort Hotel,0,65,2,0,Direct,ESP,F,0,209,Transient
City Hotel,1,276,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,0,1,1,0,Groups,ESP,A,0,0,Transient
Resort Hotel,1,122,2,0,Online TA,GBR,E,0,220,Transient
City Hotel,0,21,1,0,Aviation,IRL,A,0,95,Transient
Resort Hotel,0,64,2,0,Direct,PRT,D,0,128.25,Transient
City Hotel,0,134,1,0,Groups,PRT,A,0,75,Transient-Party
City Hotel,0,12,2,0,Online TA,ITA,A,0,85,Transient
City Hotel,1,75,3,0,Online TA,GBR,D,0,150.3,Transient
Resort Hotel,1,7,1,0,Groups,PRT,A,0,58,Transient
City Hotel,1,211,2,0,Offline TA/TO,PRT,A,0,115,Transient
Resort Hotel,0,0,1,0,Offline TA/TO,PRT,A,0,37,Transient
Resort Hotel,1,130,2,2,Offline TA/TO,PRT,C,0,138.4,Transient-Party
City Hotel,1,18,2,0,Online TA,BRA,D,0,141.56,Transient
City Hotel,1,49,1,0,Online TA,SGP,A,0,93.6,Transient
Resort Hotel,0,203,2,0,Groups,GBR,A,0,55,Transient-Party
City Hotel,0,50,2,0,Groups,ISR,A,0,65,Transient-Party
Resort Hotel,0,7,1,0,Direct,PRT,A,1,164,Transient
City Hotel,0,201,2,0,Online TA,DEU,A,0,117,Transient
Resort Hotel,1,253,2,0,Offline TA/TO,PRT,A,0,58.95,Transient
Resort Hotel,0,14,1,0,Online TA,GBR,D,0,66,Transient
City Hotel,0,1,1,0,Offline TA/TO,PRT,A,0,121,Transient
City Hotel,1,23,1,0,Online TA,PRT,A,0,101,Contract
City Hotel,0,2,2,0,Online TA,GBR,A,0,118.76,Transient
City Hotel,1,13,1,0,Online TA,CHE,D,2,158,Transient
City Hotel,0,198,2,0,Groups,ITA,A,0,96,Transient-Party
Resort Hotel,1,151,2,0,Online TA,PRT,D,0,194.5,Transient
City Hotel,1,186,2,0,Groups,PRT,A,0,130,Transient
City Hotel,0,37,2,0,Online TA,BEL,A,0,104,Transient
Resort Hotel,0,136,2,0,Offline TA/TO,ESP,A,0,84,Transient-Party
City Hotel,0,30,2,0,Online TA,NLD,A,0,88.4,Transient
City Hotel,1,319,3,0,Online TA,DEU,D,0,193.5,Transient
Resort Hotel,1,223,2,0,Offline TA/TO,PRT,A,1,68.4,Transient
City Hotel,0,220,2,0,Online TA,USA,A,0,80.75,Transient
Resort Hotel,1,60,2,2,Online TA,SWE,G,0,88,Transient
City Hotel,0,57,2,0,Online TA,FRA,D,0,314.1,Transient
City Hotel,0,3,2,0,Online TA,PRT,A,0,86.4,Transient
City Hotel,0,51,1,0,Online TA,USA,A,0,69.12,Transient
Resort Hotel,0,45,2,0,Direct,PRT,D,0,225,Transient-Party
City Hotel,1,92,2,0,Groups,PRT,A,0,170,Transient
Resort Hotel,0,0,2,0,Online TA,POL,D,0,46.4,Transient
City Hotel,1,10,1,0,Corporate,PRT,A,0,66,Transient-Party
Resort Hotel,0,0,2,0,Direct,PRT,D,0,108,Transient
City Hotel,0,22,2,0,Online TA,PRT,A,0,109,Transient
City Hotel,1,283,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,0,127,2,0,Online TA,FRA,A,0,55.9,Transient
City Hotel,0,13,2,0,Offline TA/TO,PRT,A,0,85,Transient-Party
City Hotel,0,12,2,0,Corporate,PRT,A,0,100,Transient-Party
City Hotel,1,138,2,0,Direct,ITA,A,0,108,Transient
Resort Hotel,0,260,2,0,Direct,GBR,A,4,74.06,Transient
Resort Hotel,0,2,2,0,Online TA,ROU,A,0,87,Transient
Resort Hotel,1,54,2,0,Online TA,IRL,D,0,74.04,Transient
City Hotel,1,482,2,0,Groups,PRT,A,0,62.8,Transient
City Hotel,0,249,2,0,Direct,BEL,A,0,118,Transient
City Hotel,0,39,2,0,Online TA,DEU,A,0,72.2,Transient-Party
Resort Hotel,0,46,2,0,Online TA,GBR,E,0,115,Transient-Party
City Hotel,0,151,2,0,Online TA,DEU,D,0,122.7,Transient-Party
City Hotel,0,2,1,0,Direct,IND,A,0,95,Transient
City Hotel,0,31,2,0,Offline TA/TO,DEU,A,0,75,Transient-Party
Resort Hotel,0,128,2,0,Online TA,GBR,D,0,73.8,Group
Resort Hotel,0,133,2,0,Online TA,ESP,D,0,108.17,Transient
City Hotel,1,38,2,0,Online TA,AUT,D,0,161.33,Transient
Resort Hotel,0,6,2,1,Online TA,ESP,A,0,176.16,Transient
City Hotel,0,109,1,0,Online TA,DEU,A,1,126,Transient
City Hotel,1,245,2,0,Online TA,DEU,A,0,117,Transient
Resort Hotel,1,86,2,0,Online TA,DEU,A,0,37.8,Transient
City Hotel,0,221,1,0,Offline TA/TO,DEU,A,0,73,Transient-Party
City Hotel,0,158,2,0,Direct,DEU,E,0,170,Transient
Resort Hotel,0,225,1,0,Groups,DEU,A,1,54.5,Transient-Party
Resort Hotel,0,15,2,0,Online TA,ARG,D,0,153.5,Transient
City Hotel,1,62,2,0,Online TA,BEL,A,0,72.75,Transient
Resort Hotel,0,3,2,0,Offline TA/TO,GBR,E,1,71.73,Contract
City Hotel,0,125,1,0,Direct,FRA,D,0,120,Transient-Party
City Hotel,0,172,2,0,Offline TA/TO,FRA,A,0,300,Transient-Party
City Hotel,0,67,2,0,Online TA,FRA,D,0,102.6,Transient
Resort Hotel,0,47,2,0,Groups,ESP,A,0,76.8,Transient-Party
Resort Hotel,1,199,2,0,Groups,PRT,A,0,85,Transient-Party
Resort Hotel,0,170,2,0,Online TA,USA,A,0,119.1,Transient
Resort Hotel,1,215,2,0,Groups,PRT,A,0,110,Transient
City Hotel,0,35,2,0,Offline TA/TO,ITA,A,0,85,Transient
Resort Hotel,0,0,2,0,Corporate,PRT,A,0,50,Transient
City Hotel,0,132,2,0,Direct,DEU,A,0,99.88,Transient
Resort Hotel,0,5,1,0,Offline TA/TO,PRT,A,0,25,Transient
City Hotel,1,176,2,0,Offline TA/TO,PRT,A,0,125,Transient
City Hotel,0,102,2,0,Offline TA/TO,DEU,A,0,80.75,Transient-Party
City Hotel,0,186,2,0,Online TA,NLD,A,0,78.44,Transient
City Hotel,0,72,2,0,Offline TA/TO,FRA,A,0,68,Transient
City Hotel,0,4,2,0,Direct,NLD,D,0,97,Transient
City Hotel,1,186,2,0,Groups,PRT,A,0,130,Transient
City Hotel,1,48,2,0,Online TA,KOR,A,0,121.5,Transient
City Hotel,0,49,2,0,Online TA,ITA,A,0,102.3,Transient
City Hotel,0,20,2,0,Direct,PRT,A,0,148.13,Transient
City Hotel,0,125,2,0,Direct,USA,A,0,112.5,Transient-Party
City Hotel,0,107,2,0,Online TA,IRL,A,0,93.6,Transient
City Hotel,1,394,2,0,Offline TA/TO,PRT,A,0,90,Transient
City Hotel,0,267,2,0,Offline TA/TO,DEU,A,0,80.75,Transient
Resort Hotel,1,24,2,0,Direct,PRT,A,0,202,Transient-Party
City Hotel,0,193,2,0,Offline TA/TO,AUT,A,0,72.25,Transient-Party
Resort Hotel,0,152,2,0,Groups,GBR,D,0,60,Transient-Party
Resort Hotel,1,378,2,0,Groups,PRT,A,0,46,Transient
City Hotel,0,165,2,0,Online TA,ESP,D,0,139.5,Transient
City Hotel,0,98,1,0,Groups,POL,A,0,70,Transient-Party
City Hotel,0,0,1,0,Corporate,PRT,A,0,80,Transient
Resort Hotel,1,311,1,0,Online TA,GBR,D,3,156.6,Transient
Resort Hotel,1,74,1,0,Groups,PRT,A,1,36,Transient-Party
Resort Hotel,0,40,1,0,Groups,PRT,A,0,55,Transient-Party
City Hotel,0,21,2,1,Online TA,USA,A,1,146.5,Transient
City Hotel,0,2,2,0,Online TA,GBR,B,0,77.25,Transient-Party
Resort Hotel,0,19,1,0,Online TA,ITA,A,0,64.4,Transient-Party
Resort Hotel,0,28,2,0,Online TA,GBR,A,0,61,Transient
City Hotel,0,70,2,0,Groups,ESP,A,2,0,Transient-Party
City Hotel,1,280,2,0,Offline TA/TO,PRT,A,0,110,Transient
City Hotel,0,154,2,0,Online TA,FRA,D,0,120.7,Transient
City Hotel,0,4,1,0,Corporate,PRT,D,0,95,Transient
City Hotel,1,334,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,1,290,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,1,30,3,0,Online TA,CHN,D,1,133.2,Transient
Resort Hotel,0,14,2,0,Online TA,CHE,E,0,137.5,Transient
Resort Hotel,0,5,1,0,Corporate,CYP,A,1,54,Transient
City Hotel,0,55,2,0,Online TA,NLD,D,0,126.9,Transient
City Hotel,0,68,3,0,Online TA,FRA,F,2,194.4,Transient
City Hotel,1,412,2,0,Groups,PRT,A,0,62,Transient
Resort Hotel,0,1,2,0,Direct,PRT,A,0,201,Transient
City Hotel,0,241,2,0,Groups,USA,A,0,60,Transient-Party
City Hotel,0,60,2,1,Offline TA/TO,ESP,A,0,114.57,Transient
City Hotel,0,31,2,0,Online TA,THA,A,3,129,Transient
City Hotel,1,240,2,0,Groups,PRT,A,0,110,Transient
Resort Hotel,0,17,2,0,Offline TA/TO,ESP,A,0,56,Transient
Resort Hotel,0,12,1,0,Complementary,PRT,A,0,0,Transient
City Hotel,1,147,2,0,Online TA,PRT,A,0,117,Transient
City Hotel,0,0,1,0,Offline TA/TO,PRT,A,0,0,Transient
City Hotel,0,193,2,0,Online TA,ESP,D,0,148.5,Transient
Resort Hotel,0,258,2,0,Groups,FRA,A,1,78.3,Transient-Party
City Hotel,1,70,2,0,Online TA,KOR,D,0,131.4,Transient
City Hotel,0,0,2,0,Online TA,FRA,A,0,141,Transient
Resort Hotel,0,40,1,0,Groups,PRT,A,0,55,Transient-Party
City Hotel,0,10,2,0,Direct,PRT,B,0,75,Transient
City Hotel,1,301,2,0,Offline TA/TO,PRT,A,0,101.5,Transient-Party
City Hotel,0,128,2,0,Online TA,PRT,A,2,65.83,Transient
City Hotel,1,307,2,0,Groups,PRT,A,0,62,Contract
Resort Hotel,0,0,2,0,Direct,NLD,F,0,172.33,Transient
City Hotel,0,37,1,0,Online TA,PRT,A,0,116.1,Transient
Resort Hotel,0,3,2,0,Online TA,ESP,A,0,71,Transient
Resort Hotel,1,106,2,0,Online TA,PRT,A,0,8,Transient
City Hotel,1,139,1,0,Online TA,CHN,A,0,102.06,Transient
City Hotel,0,11,2,0,Offline TA/TO,PRT,A,0,88.5,Transient-Party
City Hotel,1,151,2,0,Groups,PRT,A,0,86,Transient-Party
City Hotel,1,89,2,0,Online TA,PRT,D,0,109.44,Transient
Resort Hotel,0,15,3,2,Direct,PRT,C,3,0,Transient
City Hotel,0,87,2,0,Online TA,PRT,A,0,89.25,Transient-Party
Resort Hotel,0,2,1,0,Online TA,PRT,D,0,58,Transient-Party
Resort Hotel,0,8,2,0,Complementary,PRT,A,0,0,Transient
City Hotel,1,144,2,0,Online TA,DEU,A,0,103.5,Transient
Resort Hotel,0,30,1,0,Corporate,PRT,A,0,50,Transient-Party
City Hotel,0,465,2,0,Offline TA/TO,GBR,A,0,112.67,Transient-Party
Resort Hotel,0,190,2,0,Offline TA/TO,GBR,D,0,110.7,Contract
Resort Hotel,0,10,1,0,Groups,PRT,A,0,44,Transient-Party
Resort Hotel,0,67,2,2,Online TA,DEU,G,0,86,Transient
City Hotel,0,4,1,0,Online TA,ESP,A,0,159,Transient
City Hotel,1,75,2,1,Offline TA/TO,PRT,A,0,0,Transient
Resort Hotel,0,98,1,1,Offline TA/TO,FRA,A,1,78.19,Transient
City Hotel,1,203,2,0,Groups,PRT,A,0,65,Transient
Resort Hotel,0,210,2,1,Online TA,HUN,A,1,218.75,Transient-Party
City Hotel,1,266,2,0,Groups,PRT,A,0,100,Transient
City Hotel,1,9,2,0,Online TA,IRN,A,0,83.3,Transient
Resort Hotel,0,0,2,0,Online TA,NLD,D,0,120,Transient
City Hotel,0,11,2,0,Online TA,BEL,D,0,114,Transient
Resort Hotel,0,10,2,0,Direct,PRT,A,0,127.67,Transient-Party
City Hotel,0,20,2,0,Online TA,PRT,A,0,150,Transient
Resort Hotel,0,170,2,0,Offline TA/TO,GBR,D,1,84.8,Contract
City Hotel,1,230,2,0,Online TA,PHL,A,0,107.1,Transient
City Hotel,1,28,2,0,Groups,PRT,A,0,95,Transient
Resort Hotel,0,84,2,0,Online TA,PRT,D,1,154,Transient
City Hotel,0,94,2,0,Online TA,FRA,A,0,88.88,Transient
City Hotel,0,273,2,0,Offline TA/TO,PRT,A,0,109,Transient-Party
Resort Hotel,0,76,2,2,Online TA,GBR,G,0,127.14,Transient-Party
Resort Hotel,0,3,1,0,Corporate,PRT,A,0,35,Transient
City Hotel,0,51,1,0,Direct,FRA,A,0,68.5,Transient
City Hotel,1,69,1,0,Offline TA/TO,PRT,A,0,120,Transient
City Hotel,0,20,3,0,Groups,PRT,A,0,84,Transient-Party
City Hotel,1,130,1,0,Online TA,IRL,A,0,97.65,Transient
City Hotel,1,327,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,1,212,2,0,Offline TA/TO,PRT,A,0,68,Transient
City Hotel,0,132,0,0,Groups,PRT,A,4,0,Transient-Party
City Hotel,0,37,2,0,Offline TA/TO,PRT,A,0,76.5,Transient
City Hotel,1,37,2,0,Offline TA/TO,PRT,A,0,105,Transient-Party
Resort Hotel,0,0,1,0,Corporate,PRT,A,1,30,Transient
City Hotel,0,186,2,0,Offline TA/TO,PRT,A,0,89,Transient
Resort Hotel,1,277,1,0,Groups,GBR,A,0,48.5,Transient
Resort Hotel,0,10,1,0,Corporate,PRT,A,0,35,Transient
City Hotel,0,16,1,0,Online TA,DEU,D,0,132,Transient
City Hotel,0,133,2,0,Online TA,GBR,A,0,135,Transient
Resort Hotel,1,1,2,0,Online TA,PRT,E,0,52.36,Transient
Resort Hotel,0,27,2,0,Online TA,GBR,F,0,48.05,Transient
City Hotel,0,34,3,0,Online TA,ESP,D,0,150.98,Transient
City Hotel,1,137,1,0,Groups,PRT,A,0,70,Transient
City Hotel,1,348,2,0,Offline TA/TO,PRT,A,0,90,Transient
Resort Hotel,1,3,2,0,Corporate,PRT,A,0,100,Transient
Resort Hotel,1,411,2,0,Groups,PRT,A,0,71.1,Transient
Resort Hotel,1,198,2,0,Online TA,AUT,A,2,60.83,Transient-Party
City Hotel,0,210,3,1,Online TA,ESP,F,1,194.8,Transient
Resort Hotel,1,1,1,0,Direct,PRT,D,0,85,Transient
Resort Hotel,1,18,2,0,Online TA,PRT,D,0,213.5,Transient
City Hotel,0,4,2,0,Online TA,NLD,A,0,87.74,Transient
City Hotel,0,9,2,0,Online TA,USA,A,0,90,Transient
Resort Hotel,0,1,2,0,Online TA,PRT,A,0,78,Transient
City Hotel,1,447,2,0,Groups,PRT,A,0,62,Transient
City Hotel,1,38,3,0,Online TA,SWE,D,0,267,Transient
Resort Hotel,1,169,2,0,Groups,PRT,A,0,46,Transient-Party
City Hotel,0,168,1,0,Groups,PRT,A,1,50,Transient-Party
City Hotel,0,0,2,0,Online TA,ITA,A,0,89,Transient
City Hotel,0,66,3,0,Offline TA/TO,FRA,E,0,147.56,Transient
City Hotel,0,25,2,0,Online TA,SWE,A,0,180,Transient
City Hotel,0,126,1,0,Online TA,DEU,A,0,117,Transient
Resort Hotel,0,60,2,0,Direct,PRT,A,0,180.28,Transient
City Hotel,1,351,2,0,Groups,PRT,A,0,62,Transient
City Hotel,1,434,0,0,Groups,PRT,A,1,0,Transient-Party
City Hotel,1,1,2,0,Online TA,PRT,A,0,106,Contract
City Hotel,0,58,2,0,Online TA,FRA,A,0,140,Transient
City Hotel,0,29,2,0,Offline TA/TO,GBR,D,0,75,Group
Resort Hotel,0,4,2,0,Online TA,ESP,D,0,62,Transient-Party
Resort Hotel,0,4,2,0,Online TA,BEL,D,0,120,Transient
Resort Hotel,1,471,2,0,Groups,PRT,A,0,47,Transient
Resort Hotel,1,114,2,0,Offline TA/TO,PRT,A,0,88.4,Contract
City Hotel,1,437,2,0,Groups,PRT,A,0,60,Transient
City Hotel,0,0,2,0,Online TA,PRT,A,0,89,Transient
Resort Hotel,0,29,2,0,Offline TA/TO,GBR,A,0,26.1,Transient-Party
City Hotel,1,150,1,0,Offline TA/TO,PRT,A,0,120,Transient
City Hotel,0,248,2,0,Online TA,PRT,A,0,83.38,Transient
Resort Hotel,0,95,2,0,Online TA,BRA,A,0,37.8,Transient
City Hotel,0,10,2,0,Online TA,LBN,D,0,118,Transient
City Hotel,1,65,2,0,Groups,PRT,A,0,62,Transient
Resort Hotel,1,205,2,2,Online TA,PRT,G,0,300.4,Transient
City Hotel,1,213,2,0,Online TA,ITA,A,0,80.75,Transient
City Hotel,1,59,2,0,Groups,PRT,A,0,80,Transient
City Hotel,1,164,2,0,Online TA,NOR,A,0,116.1,Transient
Resort Hotel,0,7,2,0,Online TA,PRT,A,0,214.71,Transient
City Hotel,1,57,2,0,Online TA,POL,A,0,120,Transient
Resort Hotel,0,168,2,0,Offline TA/TO,PRT,D,0,111.6,Transient
City Hotel,1,489,2,0,Groups,PRT,A,0,62.8,Transient
City Hotel,0,8,2,0,Online TA,GBR,A,0,131.2,Transient
City Hotel,0,142,2,0,Online TA,GRC,A,0,88.4,Transient
City Hotel,0,0,1,0,Online TA,PRT,D,0,0,Transient
City Hotel,1,364,2,0,Offline TA/TO,PRT,A,0,101.5,Transient-Party
City Hotel,0,6,2,0,Online TA,GBR,A,0,128,Transient
City Hotel,1,44,2,0,Offline TA/TO,PRT,A,0,75,Transient
City Hotel,0,26,2,0,Online TA,FRA,A,0,104,Transient
Resort Hotel,1,260,2,0,Offline TA/TO,PRT,A,0,54.99,Transient
City Hotel,1,158,1,0,Groups,PRT,A,0,130,Transient
City Hotel,1,317,2,0,Offline TA/TO,PRT,A,0,120,Transient
City Hotel,0,1,2,0,Direct,NLD,A,1,88,Transient
City Hotel,0,169,2,0,Online TA,HUN,A,0,107.1,Transient
City Hotel,0,55,2,0,Online TA,TWN,A,1,102.6,Transient
Resort Hotel,1,239,3,0,Groups,PRT,C,0,158,Transient-Party
City Hotel,0,79,2,0,Online TA,FRA,D,0,132.75,Transient
City Hotel,0,27,2,0,Online TA,GBR,A,0,82.88,Transient
City Hotel,0,174,2,0,Online TA,CHE,A,0,117,Transient
Resort Hotel,0,145,2,0,Direct,PRT,A,0,110.79,Transient
City Hotel,0,111,2,0,Groups,ISR,A,0,95,Transient-Party
City Hotel,0,46,2,0,Online TA,BEL,B,1,105.5,Transient
City Hotel,1,195,0,2,Online TA,FRA,B,0,71.22,Transient-Party
City Hotel,1,54,2,0,Online TA,PRT,A,0,87,Transient
Resort Hotel,1,51,2,1,Online TA,PRT,E,0,206.9,Transient
City Hotel,0,93,2,0,Direct,USA,E,1,211,Transient-Party
City Hotel,1,216,2,0,Online TA,ITA,A,0,92.4,Transient
City Hotel,1,351,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,0,80,2,0,Online TA,CHN,A,0,89.25,Transient
City Hotel,1,188,1,0,Offline TA/TO,PRT,A,0,130,Transient
City Hotel,0,1,2,0,Direct,CHN,A,0,96,Transient
City Hotel,1,510,2,0,Groups,PRT,A,0,62.8,Transient
City Hotel,0,1,2,2,Online TA,PRT,G,0,203.33,Transient
Resort Hotel,0,1,1,0,Online TA,GBR,E,0,136,Transient
City Hotel,1,277,2,0,Groups,PRT,A,0,100,Transient
City Hotel,0,61,2,0,Direct,FRA,A,1,185,Transient
City Hotel,1,134,1,0,Groups,PRT,A,0,75,Transient-Party
City Hotel,0,9,2,0,Corporate,ESP,A,1,75,Transient
Resort Hotel,0,60,2,1,Online TA,BRA,A,0,146.33,Transient
City Hotel,0,121,2,1,Online TA,USA,A,0,135,Transient
City Hotel,0,198,2,0,Online TA,DEU,A,0,99,Transient
City Hotel,0,142,2,0,Direct,GBR,D,0,100.8,Transient
Resort Hotel,0,64,2,0,Online TA,FIN,G,0,106.5,Transient
Resort Hotel,0,110,1,0,Direct,NLD,A,1,65,Transient-Party
City Hotel,1,21,2,0,Online TA,ESP,D,0,140,Transient
Resort Hotel,0,86,2,0,Direct,PRT,D,0,168,Transient
Resort Hotel,0,157,2,0,Offline TA/TO,IRL,A,0,55.68,Contract
City Hotel,1,195,2,0,Offline TA/TO,PRT,A,0,48,Transient
Resort Hotel,1,10,2,0,Online TA,PRT,A,0,191,Transient
City Hotel,0,0,1,0,Corporate,PRT,A,0,65,Transient-Party
Resort Hotel,1,106,2,0,Online TA,PRT,A,0,52.2,Transient
City Hotel,1,220,2,0,Online TA,DEU,A,0,117.3,Transient
City Hotel,0,364,2,0,Offline TA/TO,DEU,A,0,75,Group
City Hotel,0,25,1,0,Online TA,CHN,A,0,108,Transient-Party
City Hotel,0,15,2,0,Online TA,IRL,A,1,12,Transient
Resort Hotel,0,114,2,0,Direct,PRT,A,0,48.18,Transient
City Hotel,0,18,2,0,Groups,TUR,A,0,92.65,Transient-Party
City Hotel,1,493,2,0,Groups,PRT,A,0,90,Transient
City Hotel,1,161,2,0,Online TA,BRA,A,0,97.75,Transient
City Hotel,1,83,2,0,Online TA,IRL,D,0,132.3,Transient
City Hotel,1,62,3,0,Online TA,IRL,D,0,200,Transient
Resort Hotel,0,127,2,0,Direct,PRT,A,0,96.9,Transient
City Hotel,0,64,2,0,Online TA,DEU,A,0,140,Transient
City Hotel,1,102,1,0,Offline TA/TO,PRT,A,0,85,Transient
City Hotel,1,323,1,0,Groups,PRT,A,0,59,Transient
Resort Hotel,0,1,2,0,Online TA,ITA,D,0,89,Transient
Resort Hotel,0,11,2,2,Online TA,IND,H,0,160,Transient
City Hotel,1,437,2,0,Groups,PRT,A,0,60,Transient
City Hotel,1,21,2,0,Online TA,SVN,A,0,129,Transient-Party
Resort Hotel,0,223,2,0,Groups,GBR,A,1,66,Transient-Party
City Hotel,0,208,2,0,Groups,DEU,A,0,114.4,Transient-Party
Resort Hotel,0,2,1,0,Offline TA/TO,PRT,D,0,59,Transient
City Hotel,0,63,2,1,Online TA,BRA,A,0,90.06,Transient
Resort Hotel,0,36,2,0,Online TA,PRT,A,0,48,Transient
